"rules","support","confidence","coverage","lift","count"
"2788","{Banana,Other Vegetables} => {Moong Dal}",0.0189105613701237,0.154518950437318,0.122383444338725,1.1487138242944,159
"2789","{Moong Dal,Other Dals} => {Brinjals}",0.0228353948620362,0.296296296296296,0.077069457659372,1.09026663424913,192
"2790","{Brinjals,Moong Dal} => {Other Dals}",0.0228353948620362,0.554913294797688,0.041151284490961,2.3902207902966,192
"2791","{Brinjals,Other Dals} => {Moong Dal}",0.0228353948620362,0.348457350272232,0.0655328258801142,2.59047692403972,192
"2792","{Moong Dal,Other Dals} => {Gourd & Cucumber}",0.0272359657469077,0.353395061728395,0.077069457659372,1.17957351290685,229
"2793","{Gourd & Cucumber,Moong Dal} => {Other Dals}",0.0272359657469077,0.594805194805195,0.0457897240723121,2.56205024483713,229
"2794","{Gourd & Cucumber,Other Dals} => {Moong Dal}",0.0272359657469077,0.334306569343066,0.0814700285442436,2.48527819189787,229
"2795","{Moong Dal,Other Dals} => {Beans}",0.0340152235965747,0.441358024691358,0.077069457659372,1.10873566525394,286
"2796","{Beans,Moong Dal} => {Other Dals}",0.0340152235965747,0.57429718875502,0.0592293054234063,2.47371453025216,286
"2797","{Beans,Other Dals} => {Moong Dal}",0.0340152235965747,0.327981651376147,0.103710751665081,2.43825793525256,286
"2798","{Moong Dal,Other Dals} => {Root Vegetables}",0.0347288296860133,0.450617283950617,0.077069457659372,1.09092718786547,292
"2799","{Moong Dal,Root Vegetables} => {Other Dals}",0.0347288296860133,0.5703125,0.0608943862987631,2.45655097336066,292
"2800","{Other Dals,Root Vegetables} => {Moong Dal}",0.0347288296860133,0.339140534262485,0.102402473834443,2.521214511122,292
"2801","{Moong Dal,Other Dals} => {Other Vegetables}",0.0384157944814462,0.498456790123457,0.077069457659372,1.16806708231829,323
"2802","{Moong Dal,Other Vegetables} => {Other Dals}",0.0384157944814462,0.598148148148148,0.0642245480494767,2.57644960534305,323
"2803","{Other Dals,Other Vegetables} => {Moong Dal}",0.0384157944814462,0.342523860021209,0.112155090390105,2.5463665915635,323
"2804","{Brinjals,Moong Dal} => {Gourd & Cucumber}",0.023430066603235,0.569364161849711,0.041151284490961,1.90044218850035,197
"2805","{Gourd & Cucumber,Moong Dal} => {Brinjals}",0.023430066603235,0.511688311688312,0.0457897240723121,1.88283384012049,197
"2806","{Brinjals,Gourd & Cucumber} => {Moong Dal}",0.023430066603235,0.16610455311973,0.141056137012369,1.23484269021281,197
"2807","{Brinjals,Moong Dal} => {Beans}",0.0266412940057088,0.647398843930636,0.041151284490961,1.62633088729274,224
"2808","{Beans,Moong Dal} => {Brinjals}",0.0266412940057088,0.449799196787149,0.0592293054234063,1.65510356524567,224
"2809","{Beans,Brinjals} => {Moong Dal}",0.0266412940057088,0.164464023494861,0.161988582302569,1.22264678120671,224
"2810","{Brinjals,Moong Dal} => {Root Vegetables}",0.0261655566127498,0.635838150289017,0.041151284490961,1.53933981215953,220
"2811","{Moong Dal,Root Vegetables} => {Brinjals}",0.0261655566127498,0.4296875,0.0608943862987631,1.58109956236324,220
"2812","{Brinjals,Root Vegetables} => {Moong Dal}",0.0261655566127498,0.165537998495109,0.158063748810657,1.23063084999724,220
"2813","{Brinjals,Moong Dal} => {Other Vegetables}",0.0277117031398668,0.673410404624277,0.041151284490961,1.57804757025667,233
"2814","{Moong Dal,Other Vegetables} => {Brinjals}",0.0277117031398668,0.431481481481481,0.0642245480494767,1.58770078612529,233
"2815","{Brinjals,Other Vegetables} => {Moong Dal}",0.0277117031398668,0.161022805805114,0.17209800190295,1.19706432467674,233
"2816","{Gourd & Cucumber,Moong Dal} => {Beans}",0.0299714557564225,0.654545454545455,0.0457897240723121,1.64428389059402,252
"2817","{Beans,Moong Dal} => {Gourd & Cucumber}",0.0299714557564225,0.506024096385542,0.0592293054234063,1.6890236611392,252
"2818","{Beans,Gourd & Cucumber} => {Moong Dal}",0.0299714557564225,0.163318211276734,0.183515699333968,1.21412866526505,252
"2819","{Gourd & Cucumber,Moong Dal} => {Root Vegetables}",0.0269980970504282,0.58961038961039,0.0457897240723121,1.42742417386817,227
"2820","{Moong Dal,Root Vegetables} => {Gourd & Cucumber}",0.0269980970504282,0.443359375,0.0608943862987631,1.47985931917428,227
"2821","{Gourd & Cucumber,Root Vegetables} => {Moong Dal}",0.0269980970504282,0.160764872521246,0.167935299714558,1.19514681534805,227
"2822","{Gourd & Cucumber,Moong Dal} => {Other Vegetables}",0.0308039961941009,0.672727272727273,0.0457897240723121,1.57644674166413,259
"2823","{Moong Dal,Other Vegetables} => {Gourd & Cucumber}",0.0308039961941009,0.47962962962963,0.0642245480494767,1.60092335288842,259
"2824","{Gourd & Cucumber,Other Vegetables} => {Moong Dal}",0.0308039961941009,0.158312958435208,0.194576593720266,1.17691896951656,259
"2825","{Beans,Moong Dal} => {Root Vegetables}",0.0379400570884872,0.640562248995984,0.0592293054234063,1.55077667421775,319
"2826","{Moong Dal,Root Vegetables} => {Beans}",0.0379400570884872,0.623046875,0.0608943862987631,1.5651562966836,319
"2827","{Beans,Root Vegetables} => {Moong Dal}",0.0379400570884872,0.160867372667675,0.235846812559467,1.19590881466827,319
"2828","{Beans,Moong Dal} => {Other Vegetables}",0.0368696479543292,0.622489959839357,0.0592293054234063,1.4587222916191,310
"2829","{Moong Dal,Other Vegetables} => {Beans}",0.0368696479543292,0.574074074074074,0.0642245480494767,1.44213170445617,310
"2830","{Beans,Other Vegetables} => {Moong Dal}",0.0368696479543292,0.151072124756335,0.244053282588011,1.12308967723366,310
"2831","{Moong Dal,Root Vegetables} => {Other Vegetables}",0.0401998097050428,0.66015625,0.0608943862987631,1.54698822463768,338
"2832","{Moong Dal,Other Vegetables} => {Root Vegetables}",0.0401998097050428,0.625925925925926,0.0642245480494767,1.5153426965693,338
"2833","{Other Vegetables,Root Vegetables} => {Moong Dal}",0.0401998097050428,0.166666666666667,0.241198858230257,1.23902151488358,338
"2834","{Sugar,Toor Dal} => {Whole Spices}",0.0220028544243578,0.465994962216625,0.0472169362511893,2.29127815340198,185
"2835","{Sugar,Whole Spices} => {Toor Dal}",0.0220028544243578,0.408388520971302,0.0538772597526166,2.6889042163874,185
"2836","{Toor Dal,Whole Spices} => {Sugar}",0.0220028544243578,0.387840670859539,0.0567316841103711,2.43901597650486,185
"2837","{Sugar,Toor Dal} => {Banana}",0.0105851569933397,0.224181360201511,0.0472169362511893,0.863452531641918,89
"2838","{Banana,Sugar} => {Toor Dal}",0.0105851569933397,0.278996865203762,0.0379400570884872,1.83696604748099,89
"2839","{Banana,Toor Dal} => {Sugar}",0.0105851569933397,0.254285714285714,0.0416270218839201,1.59912811197778,89
"2840","{Sugar,Toor Dal} => {Other Dals}",0.0268791627021884,0.569269521410579,0.0472169362511893,2.4520584713218,226
"2841","{Other Dals,Sugar} => {Toor Dal}",0.0268791627021884,0.428030303030303,0.0627973358705994,2.81822927790038,226
"2842","{Other Dals,Toor Dal} => {Sugar}",0.0268791627021884,0.362179487179487,0.0742150333016175,2.27764033523196,226
"2843","{Sugar,Toor Dal} => {Brinjals}",0.0142721217887726,0.302267002518892,0.0472169362511893,1.11223674274785,120
"2844","{Brinjals,Sugar} => {Toor Dal}",0.0142721217887726,0.31413612565445,0.0454329210275928,2.06832932224167,120
"2845","{Brinjals,Toor Dal} => {Sugar}",0.0142721217887726,0.297029702970297,0.0480494766888677,1.86793249257611,120
"2846","{Sugar,Toor Dal} => {Gourd & Cucumber}",0.0134395813510942,0.28463476070529,0.0472169362511893,0.950063147284667,113
"2847","{Gourd & Cucumber,Sugar} => {Toor Dal}",0.0134395813510942,0.275609756097561,0.0487630827783064,1.81466470577,113
"2848","{Gourd & Cucumber,Toor Dal} => {Sugar}",0.0134395813510942,0.28974358974359,0.0463843958135109,1.82211226818557,113
"2849","{Sugar,Toor Dal} => {Beans}",0.0210513796384396,0.445843828715365,0.0472169362511893,1.12000445528497,177
"2850","{Beans,Sugar} => {Toor Dal}",0.0210513796384396,0.307826086956522,0.0683872502378687,2.02678288107317,177
"2851","{Beans,Toor Dal} => {Sugar}",0.0210513796384396,0.291118421052632,0.0723120837297812,1.83075817816793,177
"2852","{Sugar,Toor Dal} => {Root Vegetables}",0.0196241674595623,0.415617128463476,0.0472169362511893,1.00619315177682,165
"2853","{Root Vegetables,Sugar} => {Toor Dal}",0.0196241674595623,0.293594306049822,0.0668411037107517,1.93307825001324,165
"2854","{Root Vegetables,Toor Dal} => {Sugar}",0.0196241674595623,0.289473684210526,0.0677925784966698,1.82041491162461,165
"2855","{Sugar,Toor Dal} => {Other Vegetables}",0.0224785918173168,0.476070528967254,0.0472169362511893,1.11560786163787,189
"2856","{Other Vegetables,Sugar} => {Toor Dal}",0.0224785918173168,0.321428571428571,0.0699333967649857,2.11634411007943,189
"2857","{Other Vegetables,Toor Dal} => {Sugar}",0.0224785918173168,0.305331179321486,0.0736203615604187,1.920138037199,189
"2858","{Sugar,Whole Spices} => {Banana}",0.010941960038059,0.203090507726269,0.0538772597526166,0.782219417756515,92
"2859","{Banana,Sugar} => {Whole Spices}",0.010941960038059,0.288401253918495,0.0379400570884872,1.41805715961796,92
"2860","{Banana,Whole Spices} => {Sugar}",0.010941960038059,0.220623501199041,0.0495956232159848,1.38743634860249,92
"2861","{Sugar,Whole Spices} => {Other Dals}",0.0283063748810657,0.525386313465784,0.0538772597526166,2.26303694857598,238
"2862","{Other Dals,Sugar} => {Whole Spices}",0.0283063748810657,0.450757575757576,0.0627973358705994,2.2163565479355,238
"2863","{Other Dals,Whole Spices} => {Sugar}",0.0283063748810657,0.357894736842105,0.0790913415794482,2.25069479982679,238
"2864","{Sugar,Whole Spices} => {Brinjals}",0.0170076117982873,0.315673289183223,0.0538772597526166,1.16156718400549,143
"2865","{Brinjals,Sugar} => {Whole Spices}",0.0170076117982873,0.37434554973822,0.0454329210275928,1.840641743976,143
"2866","{Brinjals,Whole Spices} => {Sugar}",0.0170076117982873,0.275,0.0618458610846813,1.72939416604338,143
"2867","{Sugar,Whole Spices} => {Gourd & Cucumber}",0.0184348239771646,0.342163355408389,0.0538772597526166,1.14208395882244,155
"2868","{Gourd & Cucumber,Sugar} => {Whole Spices}",0.0184348239771646,0.378048780487805,0.0487630827783064,1.85885037797746,155
"2869","{Gourd & Cucumber,Whole Spices} => {Sugar}",0.0184348239771646,0.266323024054983,0.0692197906755471,1.67482721484988,155
"2870","{Sugar,Whole Spices} => {Beans}",0.0248572787821123,0.461368653421634,0.0538772597526166,1.15900437345954,209
"2871","{Beans,Sugar} => {Whole Spices}",0.0248572787821123,0.363478260869565,0.0683872502378687,1.7872077294686,209
"2872","{Beans,Whole Spices} => {Sugar}",0.0248572787821123,0.288275862068965,0.0862274024738345,1.81288216026616,209
"2873","{Sugar,Whole Spices} => {Root Vegetables}",0.0236679352997146,0.439293598233996,0.0538772597526165,1.06351297839085,199
"2874","{Root Vegetables,Sugar} => {Whole Spices}",0.0236679352997146,0.354092526690391,0.0668411037107517,1.74105845872094,199
"2875","{Root Vegetables,Whole Spices} => {Sugar}",0.0236679352997146,0.267833109017497,0.0883682207421503,1.68432369530225,199
"2876","{Sugar,Whole Spices} => {Other Vegetables}",0.023430066603235,0.434878587196468,0.0538772597526166,1.01908003376474,197
"2877","{Other Vegetables,Sugar} => {Whole Spices}",0.023430066603235,0.335034013605442,0.0699333967649857,1.6473485300553,197
"2878","{Other Vegetables,Whole Spices} => {Sugar}",0.023430066603235,0.255181347150259,0.0918173168411037,1.60476048379909,197
"2879","{Banana,Sugar} => {Other Dals}",0.0156993339676499,0.413793103448276,0.0379400570884872,1.7823629169022,132
"2880","{Other Dals,Sugar} => {Banana}",0.0156993339676499,0.25,0.0627973358705994,0.962895098488319,132
"2881","{Banana,Other Dals} => {Sugar}",0.0156993339676499,0.256809338521401,0.0611322549952426,1.61499844299771,132
"2882","{Banana,Sugar} => {Brinjals}",0.0136774500475737,0.360501567398119,0.0379400570884872,1.3265195530343,115
"2883","{Brinjals,Sugar} => {Banana}",0.0136774500475737,0.301047120418848,0.0454329210275928,1.15950718666133,115
"2884","{Banana,Brinjals} => {Sugar}",0.0136774500475737,0.161971830985915,0.0844433872502379,1.01859323480148,115
"2885","{Banana,Sugar} => {Gourd & Cucumber}",0.0122502378686965,0.322884012539185,0.0379400570884872,1.07773274213159,103
"2886","{Gourd & Cucumber,Sugar} => {Banana}",0.0122502378686965,0.251219512195122,0.0487630827783064,0.967592147749238,103
"2887","{Banana,Gourd & Cucumber} => {Sugar}",0.0122502378686965,0.141678129298487,0.086465271170314,0.890972110053611,103
"2888","{Banana,Sugar} => {Beans}",0.0190294957183635,0.501567398119122,0.0379400570884872,1.2599876556276,160
"2889","{Beans,Sugar} => {Banana}",0.0190294957183635,0.278260869565217,0.0683872502378687,1.07174410962178,160
"2890","{Banana,Beans} => {Sugar}",0.0190294957183635,0.15625,0.121788772597526,0.982610321615557,160
"2891","{Banana,Sugar} => {Root Vegetables}",0.0204567078972407,0.539184952978056,0.0379400570884872,1.30534612284466,172
"2892","{Root Vegetables,Sugar} => {Banana}",0.0204567078972407,0.306049822064057,0.0668411037107517,1.17877549423481,172
"2893","{Banana,Root Vegetables} => {Sugar}",0.0204567078972407,0.149046793760832,0.137250237868697,0.937311474899831,172
"2894","{Banana,Sugar} => {Other Vegetables}",0.0190294957183635,0.501567398119122,0.0379400570884872,1.17535637775518,160
"2895","{Other Vegetables,Sugar} => {Banana}",0.0190294957183635,0.272108843537415,0.0699333967649857,1.04804908679001,160
"2896","{Banana,Other Vegetables} => {Sugar}",0.0190294957183635,0.155490767735666,0.122383444338725,0.977835733075151,160
"2897","{Other Dals,Sugar} => {Brinjals}",0.0195052331113225,0.310606060606061,0.0627973358705994,1.14292155692593,164
"2898","{Brinjals,Sugar} => {Other Dals}",0.0195052331113225,0.429319371727749,0.0454329210275928,1.84924040854862,164
"2899","{Brinjals,Other Dals} => {Sugar}",0.0195052331113225,0.297640653357532,0.0655328258801142,1.87177457997766,164
"2900","{Other Dals,Sugar} => {Gourd & Cucumber}",0.0215271170313987,0.34280303030303,0.0627973358705994,1.14421908645807,181
"2901","{Gourd & Cucumber,Sugar} => {Other Dals}",0.0215271170313987,0.441463414634146,0.0487630827783064,1.9015493802479,181
"2902","{Gourd & Cucumber,Other Dals} => {Sugar}",0.0215271170313987,0.264233576642336,0.0814700285442436,1.66168729424739,181
"2903","{Other Dals,Sugar} => {Beans}",0.0297335870599429,0.473484848484849,0.0627973358705994,1.18944147178387,250
"2904","{Beans,Sugar} => {Other Dals}",0.0297335870599429,0.434782608695652,0.0683872502378687,1.8727726300784,250
"2905","{Beans,Other Dals} => {Sugar}",0.0297335870599429,0.286697247706422,0.103710751665081,1.80295471856066,250
"2906","{Other Dals,Sugar} => {Root Vegetables}",0.0272359657469077,0.433712121212121,0.0627973358705994,1.05000043626591,229
"2907","{Root Vegetables,Sugar} => {Other Dals}",0.0272359657469077,0.407473309608541,0.0668411037107517,1.75514118196138,229
"2908","{Other Dals,Root Vegetables} => {Sugar}",0.0272359657469077,0.265969802555168,0.102402473834443,1.67260590866407,229
"2909","{Other Dals,Sugar} => {Other Vegetables}",0.0306850618458611,0.488636363636364,0.0627973358705994,1.14505422114118,258
"2910","{Other Vegetables,Sugar} => {Other Dals}",0.0306850618458611,0.438775510204082,0.0699333967649857,1.88997156239545,258
"2911","{Other Dals,Other Vegetables} => {Sugar}",0.0306850618458611,0.273594909862142,0.112155090390105,1.72055796718092,258
"2912","{Brinjals,Sugar} => {Gourd & Cucumber}",0.0233111322549952,0.513089005235602,0.0454329210275928,1.71260514331915,196
"2913","{Gourd & Cucumber,Sugar} => {Brinjals}",0.0233111322549952,0.478048780487805,0.0487630827783064,1.75905214281902,196
"2914","{Brinjals,Gourd & Cucumber} => {Sugar}",0.0233111322549952,0.165261382799325,0.141056137012369,1.03928025921969,196
"2915","{Brinjals,Sugar} => {Beans}",0.0293767840152236,0.646596858638743,0.0454329210275928,1.62431621972948,247
"2916","{Beans,Sugar} => {Brinjals}",0.0293767840152236,0.429565217391304,0.0683872502378687,1.58064960517553,247
"2917","{Beans,Brinjals} => {Sugar}",0.0293767840152236,0.181350954478708,0.161988582302569,1.14046284611591,247
"2918","{Brinjals,Sugar} => {Root Vegetables}",0.0271170313986679,0.596858638743455,0.0454329210275928,1.44497190744456,228
"2919","{Root Vegetables,Sugar} => {Brinjals}",0.0271170313986679,0.405693950177936,0.0668411037107517,1.4928116993856,228
"2920","{Brinjals,Root Vegetables} => {Sugar}",0.0271170313986679,0.171557562076749,0.158063748810657,1.07887507998602,228
"2921","{Brinjals,Sugar} => {Other Vegetables}",0.0310418648905804,0.683246073298429,0.0454329210275928,1.60109614946856,261
"2922","{Other Vegetables,Sugar} => {Brinjals}",0.0310418648905804,0.443877551020408,0.0699333967649857,1.63331398204796,261
"2923","{Brinjals,Other Vegetables} => {Sugar}",0.0310418648905804,0.180373185901866,0.17209800190295,1.13431394694307,261
"2924","{Gourd & Cucumber,Sugar} => {Beans}",0.0316365366317793,0.648780487804878,0.0487630827783064,1.62980171540586,266
"2925","{Beans,Sugar} => {Gourd & Cucumber}",0.0316365366317793,0.462608695652174,0.0683872502378687,1.54411032673421,266
"2926","{Beans,Gourd & Cucumber} => {Sugar}",0.0316365366317793,0.172391445236552,0.183515699333968,1.08411912606502,266
"2927","{Gourd & Cucumber,Sugar} => {Root Vegetables}",0.0281874405328259,0.578048780487805,0.0487630827783064,1.39943396093909,237
"2928","{Root Vegetables,Sugar} => {Gourd & Cucumber}",0.0281874405328259,0.421708185053381,0.0668411037107517,1.40759127428695,237
"2929","{Gourd & Cucumber,Root Vegetables} => {Sugar}",0.0281874405328259,0.167847025495751,0.167935299714558,1.0555406061094,237
"2930","{Gourd & Cucumber,Sugar} => {Other Vegetables}",0.0316365366317793,0.648780487804878,0.0487630827783064,1.5203306414335,266
"2931","{Other Vegetables,Sugar} => {Gourd & Cucumber}",0.0316365366317793,0.452380952380952,0.0699333967649857,1.50997183311594,266
"2932","{Gourd & Cucumber,Other Vegetables} => {Sugar}",0.0316365366317793,0.162591687041565,0.194576593720266,1.02249132733394,266
"2933","{Beans,Sugar} => {Root Vegetables}",0.0412702188392008,0.603478260869565,0.0683872502378687,1.46099775911065,347
"2934","{Root Vegetables,Sugar} => {Beans}",0.0412702188392008,0.617437722419929,0.0668411037107517,1.55106554230856,347
"2935","{Beans,Root Vegetables} => {Sugar}",0.0412702188392008,0.174987392839133,0.235846812559467,1.1004442774805,347
"2936","{Beans,Sugar} => {Other Vegetables}",0.0403187440532826,0.589565217391304,0.0683872502378687,1.3815675439872,339
"2937","{Other Vegetables,Sugar} => {Beans}",0.0403187440532826,0.576530612244898,0.0699333967649857,1.44830277494924,339
"2938","{Beans,Other Vegetables} => {Sugar}",0.0403187440532826,0.165204678362573,0.244053282588011,1.03892366168475,339
"2939","{Root Vegetables,Sugar} => {Other Vegetables}",0.0409134157944814,0.612099644128114,0.0668411037107517,1.43437397096688,344
"2940","{Other Vegetables,Sugar} => {Root Vegetables}",0.0409134157944814,0.585034013605442,0.0699333967649857,1.41634494281444,344
"2941","{Other Vegetables,Root Vegetables} => {Sugar}",0.0409134157944814,0.169625246548323,0.241198858230257,1.06672331561578,344
"2942","{Toor Dal,Whole Spices} => {Banana}",0.0122502378686965,0.215932914046122,0.0567316841103711,0.83168297814924,103
"2943","{Banana,Toor Dal} => {Whole Spices}",0.0122502378686965,0.294285714285714,0.0416270218839201,1.44699081035923,103
"2944","{Banana,Whole Spices} => {Toor Dal}",0.0122502378686965,0.247002398081535,0.0495956232159848,1.62630866332776,103
"2945","{Toor Dal,Whole Spices} => {Other Dals}",0.0322312083729781,0.568134171907757,0.0567316841103711,2.44716809293054,271
"2946","{Other Dals,Toor Dal} => {Whole Spices}",0.0322312083729781,0.434294871794872,0.0742150333016175,2.13541010646274,271
"2947","{Other Dals,Whole Spices} => {Toor Dal}",0.0322312083729781,0.407518796992481,0.0790913415794482,2.68317779570304,271
"2948","{Toor Dal,Whole Spices} => {Brinjals}",0.017721217887726,0.312368972746331,0.0567316841103711,1.14940845639,149
"2949","{Brinjals,Toor Dal} => {Whole Spices}",0.017721217887726,0.368811881188119,0.0480494766888677,1.81343292223959,149
"2950","{Brinjals,Whole Spices} => {Toor Dal}",0.017721217887726,0.286538461538462,0.0618458610846813,1.88662128787422,149
"2951","{Toor Dal,Whole Spices} => {Gourd & Cucumber}",0.0173644148430067,0.306079664570231,0.0567316841103711,1.0216426437898,146
"2952","{Gourd & Cucumber,Toor Dal} => {Whole Spices}",0.0173644148430067,0.374358974358974,0.0463843958135109,1.8407077522867,146
"2953","{Gourd & Cucumber,Whole Spices} => {Toor Dal}",0.0173644148430067,0.25085910652921,0.0692197906755471,1.65170193241785,146
"2954","{Toor Dal,Whole Spices} => {Beans}",0.0246194100856327,0.433962264150943,0.0567316841103711,1.0901567723278,207
"2955","{Beans,Toor Dal} => {Whole Spices}",0.0246194100856327,0.340460526315789,0.0723120837297812,1.67403047091413,207
"2956","{Beans,Whole Spices} => {Toor Dal}",0.0246194100856327,0.28551724137931,0.0862274024738345,1.87989738881538,207
"2957","{Toor Dal,Whole Spices} => {Root Vegetables}",0.0242626070409134,0.427672955974843,0.0567316841103711,1.03537984849884,204
"2958","{Root Vegetables,Toor Dal} => {Whole Spices}",0.0242626070409134,0.357894736842105,0.0677925784966698,1.75975377039089,204
"2959","{Root Vegetables,Whole Spices} => {Toor Dal}",0.0242626070409134,0.274562584118439,0.0883682207421503,1.80776993521365,204
"2960","{Toor Dal,Whole Spices} => {Other Vegetables}",0.0273549000951475,0.482180293501048,0.0567316841103711,1.12992528086868,230
"2961","{Other Vegetables,Toor Dal} => {Whole Spices}",0.0273549000951475,0.37156704361874,0.0736203615604187,1.82697994312653,230
"2962","{Other Vegetables,Whole Spices} => {Toor Dal}",0.0273549000951475,0.297927461139896,0.0918173168411037,1.96160853035572,230
"2963","{Banana,Toor Dal} => {Other Dals}",0.0209324452901998,0.502857142857143,0.0416270218839201,2.16599531615925,176
"2964","{Other Dals,Toor Dal} => {Banana}",0.0209324452901998,0.282051282051282,0.0742150333016175,1.0863431880381,176
"2965","{Banana,Other Dals} => {Toor Dal}",0.0209324452901998,0.342412451361868,0.0611322549952426,2.25450578782348,176
"2966","{Banana,Toor Dal} => {Brinjals}",0.0142721217887726,0.342857142857143,0.0416270218839201,1.26159424820256,120
"2967","{Brinjals,Toor Dal} => {Banana}",0.0142721217887726,0.297029702970297,0.0480494766888677,1.14403378038216,120
"2968","{Banana,Brinjals} => {Toor Dal}",0.0142721217887726,0.169014084507042,0.0844433872502379,1.11281943816383,120
"2969","{Banana,Toor Dal} => {Gourd & Cucumber}",0.0128449096098953,0.308571428571429,0.0416270218839201,1.02995973458856,108
"2970","{Gourd & Cucumber,Toor Dal} => {Banana}",0.0128449096098953,0.276923076923077,0.0463843958135109,1.06659149371014,108
"2971","{Banana,Gourd & Cucumber} => {Toor Dal}",0.0128449096098953,0.148555708390646,0.086465271170314,0.978117773021578,108
"2972","{Banana,Toor Dal} => {Beans}",0.0237868696479543,0.571428571428571,0.0416270218839201,1.43548593623287,200
"2973","{Beans,Toor Dal} => {Banana}",0.0237868696479543,0.328947368421053,0.0723120837297812,1.26696723485305,200
"2974","{Banana,Beans} => {Toor Dal}",0.0237868696479543,0.1953125,0.121788772597526,1.28597298355521,200
"2975","{Banana,Toor Dal} => {Root Vegetables}",0.0239058039961941,0.574285714285714,0.0416270218839201,1.39032372177204,201
"2976","{Root Vegetables,Toor Dal} => {Banana}",0.0239058039961941,0.352631578947368,0.0677925784966698,1.35818887576247,201
"2977","{Banana,Root Vegetables} => {Toor Dal}",0.0239058039961941,0.174176776429809,0.137250237868696,1.14681153971953,201
"2978","{Banana,Toor Dal} => {Other Vegetables}",0.0225975261655566,0.542857142857143,0.0416270218839201,1.27211339385252,190
"2979","{Other Vegetables,Toor Dal} => {Banana}",0.0225975261655566,0.306946688206785,0.0736203615604187,1.18222984628614,190
"2980","{Banana,Other Vegetables} => {Toor Dal}",0.0225975261655566,0.184645286686103,0.122383444338725,1.21573811312197,190
"2981","{Other Dals,Toor Dal} => {Brinjals}",0.0217649857278782,0.293269230769231,0.0742150333016175,1.07912809291365,183
"2982","{Brinjals,Toor Dal} => {Other Dals}",0.0217649857278782,0.452970297029703,0.0480494766888677,1.95111386138614,183
"2983","{Brinjals,Other Dals} => {Toor Dal}",0.0217649857278782,0.332123411978221,0.0655328258801142,2.18676088325206,183
"2984","{Other Dals,Toor Dal} => {Gourd & Cucumber}",0.0258087535680304,0.34775641025641,0.0742150333016175,1.16075263891858,217
"2985","{Gourd & Cucumber,Toor Dal} => {Other Dals}",0.0258087535680304,0.556410256410256,0.0463843958135109,2.39666876839008,217
"2986","{Gourd & Cucumber,Other Dals} => {Toor Dal}",0.0258087535680304,0.316788321167883,0.0814700285442436,2.08579185934187,217
"2987","{Other Dals,Toor Dal} => {Beans}",0.0350856327307326,0.47275641025641,0.0742150333016175,1.18761156182728,295
"2988","{Beans,Toor Dal} => {Other Dals}",0.0350856327307326,0.485197368421053,0.0723120837297812,2.08992800905953,295
"2989","{Beans,Other Dals} => {Toor Dal}",0.0350856327307326,0.338302752293578,0.103710751665081,2.22744678252498,295
"2990","{Other Dals,Toor Dal} => {Root Vegetables}",0.0312797335870599,0.421474358974359,0.0742150333016175,1.02037328253856,263
"2991","{Root Vegetables,Toor Dal} => {Other Dals}",0.0312797335870599,0.46140350877193,0.0677925784966699,1.98743888409548,263
"2992","{Other Dals,Root Vegetables} => {Toor Dal}",0.0312797335870599,0.305458768873403,0.102402473834443,2.0111960287295,263
"2993","{Other Dals,Toor Dal} => {Other Vegetables}",0.0365128449096099,0.491987179487179,0.0742150333016175,1.15290641168568,307
"2994","{Other Vegetables,Toor Dal} => {Other Dals}",0.0365128449096099,0.495961227786753,0.0736203615604187,2.13629200985196,307
"2995","{Other Dals,Other Vegetables} => {Toor Dal}",0.0365128449096099,0.325556733828208,0.112155090390105,2.14352468130585,307
"2996","{Brinjals,Toor Dal} => {Gourd & Cucumber}",0.0247383444338725,0.514851485148515,0.0480494766888677,1.71848800600584,208
"2997","{Gourd & Cucumber,Toor Dal} => {Brinjals}",0.0247383444338725,0.533333333333333,0.0463843958135109,1.96247994164843,208
"2998","{Brinjals,Gourd & Cucumber} => {Toor Dal}",0.0247383444338725,0.175379426644182,0.141056137012369,1.1547300072234,208
"2999","{Brinjals,Toor Dal} => {Beans}",0.0329448144624167,0.685643564356436,0.0480494766888677,1.72240546432892,277
"3000","{Beans,Toor Dal} => {Brinjals}",0.0329448144624167,0.455592105263158,0.0723120837297812,1.67641944028562,277
"3001","{Beans,Brinjals} => {Toor Dal}",0.0329448144624167,0.203377386196769,0.161988582302569,1.33907365946941,277
"3002","{Brinjals,Toor Dal} => {Root Vegetables}",0.0285442435775452,0.594059405940594,0.0480494766888677,1.43819507202664,240
"3003","{Root Vegetables,Toor Dal} => {Brinjals}",0.0285442435775452,0.421052631578947,0.0677925784966699,1.54932626972245,240
"3004","{Brinjals,Root Vegetables} => {Toor Dal}",0.0285442435775452,0.18058690744921,0.158063748810657,1.18901700691696,240
"3005","{Brinjals,Toor Dal} => {Other Vegetables}",0.0338962892483349,0.705445544554455,0.0480494766888677,1.65311765290241,285
"3006","{Other Vegetables,Toor Dal} => {Brinjals}",0.0338962892483349,0.460420032310178,0.0736203615604187,1.69418452151596,285
"3007","{Brinjals,Other Vegetables} => {Toor Dal}",0.0338962892483349,0.196959225984796,0.17209800190295,1.29681532660937,285
"3008","{Gourd & Cucumber,Toor Dal} => {Beans}",0.0322312083729781,0.694871794871795,0.0463843958135109,1.74558770579087,271
